中国概念股周二普遍上涨 18只股票涨幅超5%
　　新浪科技讯 北京时间6月29日凌晨消息，周二美国股市收高，大盘延续了本周上涨态势。市场猜测欧盟可能会采取措施解决希腊债务危机问题。大宗商品期货价格出现本月最大涨幅。中国概念股普遍上涨，7只股票涨幅超10%，另外还有11只股票涨幅超5%。新浪涨6.05%报100.54美元，股价重新站上100美元关口；优酷受益与华纳兄弟合作股价大涨29.99%报35.54美元。
　　涨幅超10%的股票详情为：麦考林大涨14.48%报3.32美元；酷6传媒大10.16%报3.36美元；海辉软件涨11.00%报15.04美元；亚信大涨10.72%报16.53美元；蓝汛通信涨11.70%报8.50美元；软通动力大涨12.16%报15.22美元。
　　涨幅超5%的股票详情为：搜房涨5.76%报18.73美元；携程涨7.84%报42.38美元；前程无忧涨7.82%报52.95美元；UT斯达康涨7.28%报1.62美元；分众传媒涨5.90%报31.25美元；汉庭涨6.20%报17.82美元；当当网大涨8.66%报11.29美元；斯凯网络涨5.08%报7.65美元；奇虎涨7.99%报18.12美元；人人涨8.57%报7.60美元；世纪佳缘涨4.27%报11.00美元。
　　另外，国人通信跌8.26%报2.11美元；易车网跌9.50%报6.76美元。
　　美东时间6月28日16:00(北京时间6月29日04:00)，道琼斯工业平均指数上涨145.13点，收于12,188.69点，涨幅1.21%；纳斯达克综合指数上涨41.03点，收于2,729.31点，涨幅1.53%；标准普尔500指数上涨16.75点，收于1,296.67点，涨幅1.29%。（飞宇）
　　股票　最新价　涨跌幅
　　侨兴环球　1.13　-1.74%
　　德信无线　3.73　0.00%
　　文思信息　22.82　4.30%
　　诺亚舟　2　-1.48%
　　中华网　2.05　-0.97%
　　CDC软件　5.03　3.29%
　　侨兴移动　1.94　-0.75%
　　国人通信　2.11　-8.26%
　　联游网络　1.16　-6.13%
　　BCD半导体　7.79　-3.11%
　　搜房网　18.73　5.76%
　　蓝汛　8.5　11.70%
　　高德软件　14.95　2.05%
　　麦考林　3.32　14.48%
　　优酷网　35.54　29.99%
　　当当网　11.29　8.66%
　　斯凯　7.65　5.08%
　　软通动力　15.22　12.16%
　　创博国际　2　2.04%
　　海辉软件　15.04　11.00%
　　奇虎360　18.12　7.99%
　　世纪互联　12.88　-1.23%
　　人人公司　7.6　8.57%
　　网秦　5.13　0.20%
　　世纪佳缘　11　4.26%
　　凤凰新媒体　9.51　4.51%
　　淘米　9.79　1.66%

