股海导航 6月4日沪深股市最新交易提示
　　今日停牌公告
　　沪市
　　哈飞股份、云天化、大元股份、*ST九发、ST大唐、亿阳信通、新华医疗、上海普天、沪普天B、新湖创业、新五丰停牌一天。
　　新钢转股停牌起始日2009年6月8日。
　　三佳科技停牌终止日2009年6月3日。
　　深市
　　泛海建设、*ST联油、*ST亚华停牌一小时。
　　赛格三星、万家乐、新大洲A、高鸿股份、ST海纳、怡亚通停牌一天。
　　特力A、特力B、赛迪传媒特停。
　　渝开发、仁和药业、ST东源、同洲电子取消特停。
　　上海证券交易所上市公司
　　发行与上市
　　600022 济南钢铁 公司本次有限售条件的流通股上市数量为1,429,961,006股；上市流通日6月10日。
　　600136 ST道博 公司接到第二大股东武汉市夏天科教发展有限公司通知，在4月21日－6月3日期间，夏天科教已通过上海证券交易所交易系统减持本公司无限售条件流通股1,465,868股。
　　600145 四维控股 董事会通过公司拟将持有的重庆四维卫浴有限公司100%的股权转让给公司第二大股东重庆轻纺控股(集团)公司；通过将持有重庆超思信息材料股份有限公司94.79%的股权、重庆亚星银河数码科技股份有限公司43.05%的股权、重庆四维精美龙头有限公司87.28%的股权转入到公司全资子公司重庆四维创业投资有限公司。定于6月19日召开2009年第二次临时股东大会。
　　600198 ST大唐 6月4日公司股票停牌一天。自6月5日起，上海证券交易所撤销对公司股票交易实行的其他特别处理，公司股票简称由“ST大唐”变更为“大唐电信”。目前，公司接上海证券交易所《关于对大唐电信科技股份有限公司年报的事后审核意见函》。临时股东大会通过关于公司向特定对象非公开发行A股股票方案的议案。
　　600467 好当家 董事会通过公司将投资3000万元建造山东好当家海洋发展股份有限公司冷链物流配送中心；通过关于变更公司经营范围的议案。
　　600480 凌云股份 6月2日，公司接股东深圳市翔龙通讯有限公司通知，继5月22日深圳翔龙减持本公司股份后，6月2日，深圳翔龙通过上海证券交易所大宗交易系统再次减持其所持公司无限售条件流通股336万股。
　　600520 三佳科技 公司接到控股股东铜陵市三佳电子(集团)有限责任公司的通知，北京华商投资有限公司与上海中发电气(集团)股份有限公司于6月3日签订了《股权转让协议书》，将其持有的三佳集团全部42.38%的股权转让给中发电气。公司股票申请于6月4日复牌。
　　600595 中孚实业 董监事会同意公司将持有中孚热力51%的股权转让给巩义国投、中孚热力49%的股权转让给中孚电力。
　　600823 世茂股份 近日，公司接控股子公司南京世茂房地产开发有限公司通知，该公司于5月26日就南京世茂滨江新城(二期)项目新增开发面积事宜与南京市国土资源局签订了《土地出让合同补充协议》。根据该协议，该公司开发的南京世茂滨江新城项目(二期)将新增开发面积48.3万平方米，相应需缴纳土地出让金17.2亿元。
　　601390 中国中铁 公司所属子公司中铁九局集团有限公司中标新建盘锦至营口铁路客运专线工程1标段，中标价为人民币443,964万元；公司所属子公司中铁四局集团有限公司中标新建合肥至蚌埠客运专线铁路站前及相关工程HBZQ-2标段，中标价为人民币344,023万元等。
　　600185 *ST海星 公司重大资产重组工作进展：针对公司目前存在的重大诉讼事项，至本公告披露日，未取得实质性进展。
　　600962 国投中鲁 公司重大事项进展：5月15日，公司收到新加坡共和国高等法院委托中国司法部送达的传票和起诉书，获知对方已向新加坡共和国高等法院提起诉讼，要求公司继续收购其股份，支付股票的转让价款1225万新加坡元。目前，公司正积极应对，做好诉讼各项准备。截至目前，公司募集资金交通银行专项帐户余额为2,836.74万元，其中，2785.86万元为公司募集资金项目“云南昭通二期扩建项目”尚未使用金额，按照计划，该部分资金将在本年度使用完毕；公司募集资金招商银行专项帐户余额为11万元，为公司尚未支付的其他发行费用。
　　600051 宁波联合 实施2008年度分红派息：每10股派发现金红利2元(含税)。股权登记日6月9日；除息日6月10日；现金红利发放日6月18日。
　　600713 南京医药 实施2008年利润分配及公积金转增股本：每10股送红股0.9股转增1.1股派发现金红利0.1元(含税)。股权登记日6月9日；除权(息)日6月10日；新增无限售条件流通股份上市流通日6月11日；现金红利发放日6月15日。
　　600865 百大集团 实施2008年度分红派息：每10股派发现金红利0.80元(含税)。股权登记日6月9日；除息日6月10日；现金红利发放日6月16日。
　　600973 宝胜股份 实施2008年利润分配：每10股派发现金红利0.7元(含税)。股权登记日6月9日；除权(息)日6月10日；现金红利发放日6月15日。
　　600978 宜华木业 实施2008年度分红派息：每10股派发现金红利0.10元(含税)。股权登记日6月9日；除息日6月10日；现金红利发放日6月15日。
　　600207 ST安彩 公司董事会目前收到副董事长赵文明先生递交的辞职报告。根据公司章程规定，赵文明先生的辞职自辞职报告送达董事会时生效。
　　600840 新湖创业 因工作变动原因，董事会同意徐旦红女士辞去董事、副董事长职务。
　　601005 重庆钢铁 陈红女士及高守伦先生已在公司第二届职工代表大会第39次团长会议，当选公司第五届监事会职工监事。
　　风险提示
　　600071 凤凰光学 6月3日，公司从第一大股东凤凰光学控股有限公司获悉，该公司将其持有本公司限售流通股中的8,400,000股质押给了中国银行股份有限公司上饶市凤凰支行，质押期限自2009年6月1日－2010年5月31日。上述质押已于6月1日办理了质押登记手续。
　　600095 哈高科 董事会同意为青岛临港置业有限公司向恒丰银行青岛经济技术开发区支行办理2500万元贷款继续提供担保。定于6月19日召开2009年第一次临时股东大会。
　　600212 *ST江泉 董事会通过关于为公司大股东华盛江泉集团有限公司银行贷款、承兑提供担保的议案。定于6月24日召开公司2008年年度股东大会。
　　600300 维维股份 接公司股东维维集团股份有限公司通知，维维集团股份有限公司将质押给深圳发展银行股份有限公司南京城西支行的持有的本公司6600万股，于6月1日办理了上述股权质押的解除手续。维维集团股份有限公司于6月2日将持有公司的1980万股质押给江苏银行股份有限公司徐州庆云桥支行，并于6月2日办理了股权质押登记手续。
　　600373 鑫新股份 收到公司控股股东江西信江实业有限公司转来的中国证券登记结算有限责任公司上海分公司出具的《证券登记解除通知书》，信江实业已于6月3日办理了与上海领域投资管理有限公司200万股股权质押的解除手续。办理股权质押解除手续后，信江实业与领域投资签订的股权质押合同的质押股权数为450万股。
　　600545 新疆城建 董事会同意公司向华夏银行股份有限公司乌鲁木齐分行申请流动资金贷款7000万元，期限三年。
　　600558 大西洋 公司于6月3日与中国银行股份有限公司自贡分行签定了《最高额保证合同》，为控股子公司自贡大西洋焊丝制品有限公司向中国银行股份有限公司自贡分行申请最高额不超过人民币5,000万元短期授信额度提供担保，均为银行承兑汇票。
　　600666 西南药业 公司与瑞士豪夫迈－罗须控股公司关于“散利痛”、“散列通”商标争议纠纷一案，公司不服该判决向最高人民法院提起申诉，2008年5月28日，最高人民法院向公司出具《受理案件通知书》。5月25日，最高人民法院出具行政判决书根据“散列通”事项判决：撤销北京市高级人民法院(2006)高行终字第253号行政判决；撤销北京市第一中级人民法院(2005)一中行初字第677号行政判决；维持被申请人中华人民共和国国家工商行政管理总局商标审评委员会商评字(2005)第0675号裁定。本判决为终审判决。
　　600678 四川金顶 6月3日，公司收到浙江省富阳市人民法院(2009)杭富商破字第1-1号《民事裁定书》及《公告》，获知，浙江省富阳市人民法院已于6月1日裁定受理公司提供对外担保单位浙江大地纸业集团有限公司破产重整一案。
　　600803 威远生化 公司于6月3日接到新能(张家港)能源有限公司及新奥新能(北京)科技有限公司发给公司的通知，上述两公司于6月2日收到四川天一科技股份有限公司的民事起诉状，称新能(张家港)能源有限公司及新奥新能(北京)科技有限公司侵犯其200410022010.5 号发明专利，要求判令上述两公司停止侵犯其发明专利的行为，赔偿其经济损失及其为调查、制止侵权行为所支付的合理费用共计900万元。新能(张家港)能源有限公司及新奥新能(北京)科技有限公司已经启动应诉的相关工作。定于6月5日举行2008年度业绩网上说明会。
　　600984 ST建机 董事会同意公司为宁波德力机械有限公司在中国信合宁海县信用联社桃源农业信用合作社申请贸易融资授信壹仟壹佰万元人民币提供最高额连带责任保证担保，为期二年，宁波德力以自用12台摊铺机作为反担保资产，并已签署反担保保证书；同意公司在西安市商业银行城东支行办理壹亿元流动资金借款(相关授信额度已经公司2008年度股东大会审议通过)，期限一年。
　　601991 大唐发电 董事会同意公司为呼和浩特热电公司融资提供不超过人民币51000万元担保；同意为河北蔚州能源综合开发有限公司融资提供不超过人民币84000万元担保。股东大会通过2008年度利润分配方案等。
　　其它公告
　　600219 南山铝业 临时股东大会通过关于公司、公司控股子公司与南山集团有限公司以及公司与控股子公司签订《土地租赁补充协议》的议案。
　　600498 烽火通信 临时股东大会通过关于公司2009年度向特定对象非公开发行股票方案的议案等。
　　600745 中茵股份 临时股东大会通过关于为控股子公司连云港中茵房地产有限公司提供担保的议案。
　　601318 中国平安 股东大会通过公司2008年度利润分配预案等。
　　601808 中海油服 股东大会通过公司2008年度利润分配方案。
　　600066 宇通客车 2009年5月份产销数据快报。
　　600297 美罗药业 大连市工商行政管理局于5月19日完成核准公司名称变更登记，自公告日起公司开始使用新的中文名称和英文名称。
　　600428 中远航运 董事会同意续聘中瑞岳华会计师事务所有限公司为公司2009年年审会计师事务所，聘期一年。定于6月29日召开2008年年度股东大会。
　　600550 天威保变 定于6月5日举行2008年度业绩网上说明会。
　　600555、900955 九龙山、九龙山B 定于6月24日召开2008年年度股东大会。
　　600559 老白干酒 定于6月5日举行2008年年度报告业绩说明会。
　　600624 复旦复华 董事会通过关于提名刘志远为独立董事候选人的议案。定于6月30日召开2008年度股东大会。
　　600643 爱建股份 董监事会通过关于延长第五届董监事会任期的议案。定于6月26日召开公司第十八次(2008年度)股东大会。
　　600715 ST松辽 对相关媒体报道作出澄清。
　　600716 ST耀华 关于召开2008年度业绩网上集体说明会的提示。
　　600759 正和股份 董事会通过关于2008年度公司高级管理人员薪酬的议案。定于6月24日召开公司2008年年度股东大会。
　　600760 东安黑豹 定于6月25日召开2008年年度股东大会。
　　600782 新钢股份 关于2008年度分红派息实施暨“新钢转债”转股价格调整的提示。
　　600812 华北制药 关于召开2008年度业绩网上集体说明会的提示。
　　600965 福成五丰 公司将于6月5日举行2008年度业绩说明会。
　　深圳证券交易所上市公司
　　重要事项
　　000650 仁和药业 本公司非公开发行股票申请获得有条件通过。
　　000788 西南合成 中国证券监督管理委员会核准公司向北京北大国际医院集团有限公司发行42,872,311股人民币普通股股票购买相关资产。中国证监会同意豁免北京北大国际医院集团有限公司履行要约收购义务。
　　002052 同洲电子 根据会议审核结果，公司本次发行申请获得有条件通过。
　　000006 深振业A 公司决定以公开挂牌方式转让所持振业(合肥)股份有限公司的股权9,984,000股。
　　000033 新都酒店 深圳市瀚明投资有限公司于2009年5月25、26日以集中竞价交易方式减持公司股份3,129,300股；于2009年6月3日以大宗交易方式减持公司股份11,500,000股。
　　000514 渝开发 公司控股股东重庆市城市建设投资公司拟通过公开征集受让方方式协议转让其持有的不超过113,948,030股本公司股份(约占公司总股本比例的17.98%)。
　　000656 ST东源 董事会通过关于公司拟新增股份吸收合并重庆市金科实业(集团)有限公司的议案；公司拟新增股份吸收合并金科集团暨重大资产重组(关联交易)预案等。
　　000683 远兴能源 上海证大投资发展有限公司于2009年3月12日至5月26日以集中竞价交易方式减持公司股份416.00万股；于2009年6月1日以大宗交易方式减持公司股份1580.00万股。公布简式权益变动报告书。
　　000816 江淮动力 江苏江动集团有限公司于2009年6月3日将其持有的原质押给中国银行股份有限公司盐城分行的4537.5万股公司无限售流通股解除了质押，并办理完毕了解除质押登记手续。
　　000920 南方汇通 董事会同意提请股东大会授权公司经理层处置公司所持海通证券股份等；定于2009年6月22日召开公司2009年第一次临时股东大会。
　　000925 ST海纳 经深交所批准，本公司股票将于2009年6月4日停牌一天，2009年6月5日开市起撤销其他特别处理并恢复正常交易，公司股票简称变更为“浙江海纳”，股票的日涨跌幅限制恢复为10%。
　　002007 华兰生物 6月3日，公司从世界卫生组织认可的实验室取得了甲型H1N1流感疫苗的生产用毒株，公司正式启动甲型H1N1流感疫苗的研发、生产。
　　002097 山河智能 公司于2008年12月5日起陆续使用4,800万元募集资金补充公司流动资金。2009年6月3日，公司已将4,800万资金全部归还并存入公司募集资金专用账户。
　　002151 北斗星通 鉴于公司与NovAtel公司于2004年签订的授权合作协议即将到期，双方于2009年6月3日在北京就继续开展长期合作达成一致：NovAtel公司再次授权北斗星通为其在中国境内惟一授权代理商，北斗星通有权就NovAtel全线产品进行演示、报价、供货和一线的技术售后服务，有效期至2013年12月31日。
　　002222 福晶科技 近日，公司接到深圳创新投的通知，自2009年4月7日到2009年6月2日，其通过深圳证券交易所集中竞价交易累计减持其所持有的公司股份2,351,100股，本次权益变动后，深圳创新投仍持有公司无限售条件流通股份7,517,320股，占公司总股本的3.95%。公布简式权益变动报告书。
　　000430 SST张股 公司实施股权分置改革方案：股权登记日6月5日；流通股股东获付对价股份到账日期6月8日；股票简称恢复为“ST张家界””。
　　000685 中山公用 公司就济宁市供水集团总公司招商项目与济宁供水集团总公司达成一致意见，于2009年6月1日签署了附生效条件的《股权转让合同》及《合资合同》，约定济宁市供水集团总公司招商项目的生效条件全部成就后，上述两合同即可生效。
　　002011 盾安环境 公司下属全资子公司浙江盾安机械有限公司被认定为浙江省2009年第一批高新技术企业，认定有效期3年， 企业所得税优惠期为2009年1月1日至2011年12月31日。公司董事会秘书办公室及证券投资部自本公告发布之日起由浙江省诸暨市搬迁至浙江省杭州市滨江区，办公地址：浙江省杭州市滨江区泰安路239号盾安发展大厦18楼；电话：(0571)87113558、87113776；传真：(0571)87113775。
　　分红派息
　　000028、200028 一致药业 实施公司2008年度权益分派方案为：每10股派发现金股利人民币1.00元(税前，B股暂不扣税)，A股股权登记日为6月9日，除息日为6月10日；B股最后交易日为6月9日，除息日为6月10日，股权登记日为6月12日。
　　000065 北方国际 实施公司2008年度分红派息方案为：每10股派发现金0.60元(含税)。股权登记日6月10日；除息日6月11日；红利发放日6月11日。
　　000562 宏源证券 实施公司2008年度利润分配方案为：每10股派1.00元人民币现金(含税)；权益登记日为6月11日，除息日为6月12日。
　　000612 焦作万方 实施公司2008年度权益分派方案为：每10股派0.80元人民币现金(含税)；权益登记日为6月11日；除权除息日为6月12日。
　　000783 长江证券 实施公司2008年度利润分配方案为：每10股派发现金红利人民币1.00元(含税)，股权登记日6月10日；除息日6月11日；红利发放日6月11日。
　　000962 东方钽业 实施公司2008年年度分红派息方案为：每10股派发现金0.80元 (含税)，股权登记日为6月10日，除权除息日为6月11日。
　　002038 双鹭药业 实施公司2008年度利润分配方案：每10股派发现金红利2元(含税)。股权登记日6月9日；除息日6月10日；红利发放日6月10日。
　　002059 世博股份 实施公司2008年度权益分派方案为：每10股派0.8元人民币现金(含税)，股权登记日为6月10日；除息日为6月11日。
　　002146 荣盛发展 实施公司2008年度分红派息方案为：每10股派1.00元人民币现金(含税)；股权登记日为6月9日，除息日为6月10日。
　　002262 恩华药业 实施公司2008年度利润分配及资本公积转增股本方案为：每10股派发现金红利1.00元(含税)转增5股，股权登记日6月9日；除权除息日6月10日；新增无限售条件流通股份上市日6月10日；现金股利发放日6月10日。
　　高管变动
　　000411 英特集团 董事会通过关于提名张宝红先生为非独立董事候选人的议案；定于2009年6月22日召开2009年度第一次临时股东大会。
　　000587 SST光明 董监事会同意选举马中文先生担任公司董事长；聘任李兴江先生为公司总经理；继续聘任王红霞女士担任公司董事会秘书；选举富柏松先生担任公司监事会主席等。股东大会通过2008年度利润分配预案；关于续聘会计师事务所的议案等。
　　000930 丰原生化 董事会同意聘任史公之先生为公司副总经理。
　　000961 大连金牛 董事会通过关于公司董事、高级管理人员辞职的议案；关于董事会改选的议案等；定于2009年6月20日召开公司2009年第二次临时股东大会。
　　200770 *ST武锅B 监事会同意选举杨进先生为公司监事会召集人。
　　风险提示
　　000011、200011 S*ST物业 本公司于2009年6月2日收到深圳市中级人民法院送达的《查封、冻结财产通知书》，海艺实业(深圳)有限公司、深圳市千帆实业有限公司等八家公司向深圳市中级人民法院申请恢复强制执行，深圳市中级人民法院受理了该申请，并查封、冻结了以下财产：一、查封本公司所有的国贸广场二期34套房产，查封深圳国贸广场物业发展有限公司和本公司所有的国贸商住大厦15套房产；二、冻结本公司持有的深圳市皇城地产有限公司95%的股权；三、冻结本公司持有的：SST华塑825000股定向法人股、*ST盛润A30000股流通股、攀钢钢钒58720股流通股；四、冻结本公司在中国建设银行股份有限公司深圳市分行、中国工商银行股份有限公司深圳市分行、中国银行深圳市分行、中国农业银行深圳市分行开立账户的存款共878998.39元。
　　000672 *ST铜城 目前，公司按照深圳证券交易所的要求补充申请恢复上市的资料。
　　000681 *ST远东 目前，重组相关的尽职调查、评估、审计等工作正在进行中，公司将争取尽快完成重组，使企业走出困境。
　　000719 S*ST鑫安 目前，公司在按照深圳证券交易所的要求补充提交申请恢复上市的资料。关于第一大股东中原出版审计报告的更正。
　　000863 *ST商务 目前公司正在按照要求准备相关补充材料。
　　异常波动
　　000025、200025 特力A 公司A股股票交易价格连续三个交易日内日收盘价格涨幅偏离值累计达到20%，本公司将就相关问题进行核查。本公司股票于2009年6月4日起停牌一天，期间公司将就有关事项向控股股东及相关各方进行征询，待有征询结果后及时公告并复牌。
　　000046 泛海建设 公司股票连续三个交易日涨幅累计偏离值达到20%，公司董事会确认，本公司目前没有任何应予以披露而未披露的事项。
　　000504 赛迪传媒 公司A股股票近日收盘价格连续涨幅较大，公司董事会申请股票自2009年6月4日起停牌，在相关事项核查完毕并刊登公告后复牌。
　　000691 *ST联油 因公司股票日均换手率与前五个交易日的日均换手率的比值达到30倍，并且累计换手率达到20%，公司股票已于5月21日起停牌；本公司董事会确认，本公司目前没有任何应予以披露而未披露的事项。
　　000918 *ST亚华 公司股票连续三个交易日内收盘价格涨幅偏离值累计达到15%，经向公司经营管理层核实，本公司生产经营情况正常，不存在对股票交易价格可能产生较大影响或影响投资者合理预期的应披露而未披露的重大事件。
　　其它公告
　　000695 滨海能源 股东大会通过公司2008年度利润分配方案的议案；公司与关联方天津泰达津联热电有限公司签订的《天津滨海能源发展股份有限公司与天津泰达津联热电有限公司蒸汽购销合同》等。
　　002149 西部材料 临时股东大会通过关于使用部分闲置募集资金补充公司流动资金的议案；关于公司为西部钛业有限责任公司提供担保的议案等。
　　002224 三力士 临时股东大会通过关于继续使用闲置募集资金暂时补充流动资金的议案；关于公司募集资金在项目间使用额度调整的议案；关于三力士新型橡胶传动带高新技术研发中心项目投资总额调整和实施地点变更的议案。
　　000058、200058 ST赛格 关于更正一季度报告及修正半年度业绩预告的提示。
　　000157 中联重科 董事会通过关于调整董事会各专门委员会成员的议案。
　　000401 冀东水泥 公司定于2009年6月5日参加“2008年度报告网上集体业绩说明会”活动。
　　000403 S*ST生化 董事会定于2009年6月24日召开2008年年度股东大会。
　　000528 柳工 公布公司利润分配及资本公积金转增股本实施结果。
　　000617 石油济柴 董事会通过关于修改公司章程的议案；定于2009年6月25日召开公司2008年度股东大会。
　　000625、200625 长安汽车 公布公司2009年5月份产、销快报。
　　000637 茂化实华 董事会通过公司内幕信息管理制度。
　　000718 苏宁环球 关于2008年度盈利预测实现情况的专项说明暨实际控制人张桂平及张康黎对上市公司补偿公告。
　　000799 酒鬼酒 定于2009年6月25日召开2008年度股东大会。
　　000856 *ST唐陶 公司将于2009年6月5日举行2008年年度报告说明会。
　　000917 电广传媒 公司2008年年报的更正。
　　000923 河北宣工 中国证监会河北监管局将于6月5日开展“2008年度报告网上集体业绩说明会”活动，届时公司部分高级管理人员将出席本次业绩说明会。
　　000958 东方热电 中国证监会河北监管局将于6月5日开展“2008年度报告网上集体业绩说明会”活动，届时公司部分高级管理人员将出席本次业绩说明会。
　　002087 新野纺织 董事会通过了公司关于对河南省证监局专项检查整改情况的报告。

